87,0.14,Tc_mean_CV_M
2,0,T1_mean_CV_M
14,0,T2_mean_CV_M
16,0.5,TG1_mean_CV_M
72,0.17,Tb_mean_CV_M
40,0.18,Vbirth_mean_CV_M
112,0.22,Tc_mean_CV_D
20,0,T1_mean_CV_D
17,0,T2_mean_CV_D
37,0.5,TG1_mean_CV_D
76,0.2,Tb_mean_CV_D
28,0.2,Vbirth_mean_CV_D
